ID,Book,Authors,Subjects,Bookshelves
25492,"How Private George W. Peck Put Down the Rebellion
or, The Funny Experiences of a Raw Recruit - 1887","Peck, George W. (George Wilbur), 1840-1916","Humorous stories; Autobiographical fiction; War stories; United States -- History -- Civil War, 1861-1865 -- Fiction; Soldiers -- Fiction",Children's Book Series
25492,"How Private George W. Peck Put Down the Rebellion
or, The Funny Experiences of a Raw Recruit - 1887","Peck, George W. (George Wilbur), 1840-1916","Humorous stories; Autobiographical fiction; War stories; United States -- History -- Civil War, 1861-1865 -- Fiction; Soldiers -- Fiction",US Civil War
25496,"New Treasure Seekers; Or, The Bastable Children in Search of a Fortune","Nesbit, E. (Edith), 1858-1924",Family -- England -- Juvenile fiction; Siblings -- Juvenile fiction,Children's Literature
25502,Hero-Myths & Legends of the British Race,"Ebbutt, M. I. (Maud Isabel), 1867-","Heroes; Romances, English",Folklore
25502,Hero-Myths & Legends of the British Race,"Ebbutt, M. I. (Maud Isabel), 1867-","Heroes; Romances, English","Children's Myths, Fairy Tales, etc."
25508,The Strand District,"Besant, Walter, 1836-1901; Mitton, G. E. (Geraldine Edith), 1868-1955","Strand, The (London, England); Streets -- England -- London",United Kingdom
25514,The Ranger Boys and the Border Smugglers,"LaBelle, Claude A.",Smuggling -- Juvenile fiction,Children's Book Series
25519,Little Wizard Stories of Oz,"Baum, L. Frank (Lyman Frank), 1856-1919; Neill, John R. (John Rea), 1877-1943 [Illustrator]","Oz (Imaginary place) -- Juvenile fiction; Fantasy literature; Short stories; Children's stories, American",Children's Literature
25527,"Australia, The Dairy Country",Australia. Department of External Affairs,Dairying -- Australia,Australia
25529,The Adventures of Danny Meadow Mouse,"Burgess, Thornton W. (Thornton Waldo), 1874-1965; Cady, Harrison, 1877-1970 [Illustrator]",Animals -- Juvenile fiction; Mice -- Juvenile fiction,Children's Book Series
25534,"Little Folks
A Magazine for the Young (Date of issue unknown)",Various,"Children's periodicals, English",Little Folks
25542,Black Oxen,"Atherton, Gertrude Franklin Horn, 1857-1948",American fiction -- 20th century,"Bestsellers, American, 1895-1923"
25544,"The Pioneer Steamship Savannah: A Study for a Scale Model
United States National Museum Bulletin 228, 1961, pages 61-80","Chapelle, Howard Irving, 1901-1975",Savannah (Steamship); Ship models,Technology
25545,"Children's Literature
A Textbook of Sources for Teachers and Teacher-Training Classes","Clippinger, Erle Elsworth, 1875-1939; Curry, Charles Madison, 1869-1944",Children -- Books and reading; Children's literature -- Study and teaching,Children's Literature
25546,Songs of a Sourdough,"Service, Robert W. (Robert William), 1874-1958",Yukon River Valley (Yukon and Alaska) -- Poetry,Canada
25548,Rollo's Museum,"Abbott, Jacob, 1803-1879",Natural history -- Juvenile literature,Children's Book Series
25550,The Defiant Agents,"Norton, Andre, 1912-2005",Science fiction; Time travel -- Fiction; Space and time -- Fiction,Science Fiction
25550,The Defiant Agents,"Norton, Andre, 1912-2005",Science fiction; Time travel -- Fiction; Space and time -- Fiction,Science Fiction by Women
25555,Fairy Tales of the Slav Peasants and Herdsmen,"Chodzko, Alexander, 1804-1891; Harding, Emily J. [Illustrator]; Harding, Emily J. [Translator]",Fairy tales -- Slavic countries,Folklore
25555,Fairy Tales of the Slav Peasants and Herdsmen,"Chodzko, Alexander, 1804-1891; Harding, Emily J. [Illustrator]; Harding, Emily J. [Translator]",Fairy tales -- Slavic countries,"Children's Myths, Fairy Tales, etc."
25560,"Punch, or the London Charivari, Vol. 146, June 24, 1914","Various; Seaman, Owen, 1861-1936 [Editor]",English wit and humor -- Periodicals,Punch
25564,The Water-Babies: A Fairy Tale for a Land-Baby,"Kingsley, Charles, 1819-1875; Goble, Warwick, 1862-1943 [Illustrator]",Chimney sweeps -- Juvenile fiction; Fairy tales -- England,Children's Literature
25566,"Northern Nut Growers Association Report of the Proceedings at the Fifteenth Annual Meeting
New York City, September 3, 4 and 5, 1924",Northern Nut Growers Association [Editor],Northern Nut Growers Association -- Periodicals; Nut trees -- Periodicals; Nuts -- Periodicals,Northern Nut Growers Association
25567,Impact,"Cox, Irving E., 1917-2001",Science fiction,Science Fiction
25568,Domesticated animals,"Shaler, Nathaniel Southgate, 1841-1906",Domestic animals,Animals-Domestic
25570,"The Manxman
A Novel - 1895","Caine, Hall, Sir, 1853-1931",Isle of Man -- Fiction,"Bestsellers, American, 1895-1923"
25581,Rinkitink in Oz,"Baum, L. Frank (Lyman Frank), 1856-1919; Neill, John R. (John Rea), 1877-1943 [Illustrator]","Oz (Imaginary place) -- Juvenile fiction; Fantasy literature; Islands -- Juvenile fiction; Friendship -- Juvenile fiction; Adventure and adventurers -- Juvenile fiction; Goats -- Juvenile fiction; Magic -- Juvenile fiction; Escapes -- Juvenile fiction; Enslaved persons -- Juvenile fiction; Kings and rulers -- Juvenile fiction; Good and evil -- Juvenile fiction; Gale, Dorothy (Fictitious character) -- Juvenile fiction; Wizard of Oz (Fictitious character) -- Juvenile fiction",Children's Literature
25583,"Northern Nut Growers Association Incorporated 39th Annual Report
at Norris, Tenn. September 13-15 1948",Northern Nut Growers Association [Editor],Northern Nut Growers Association -- Periodicals; Nut trees -- Periodicals; Nuts -- Periodicals,Northern Nut Growers Association
25591,"Punch, or the London Charivari, Vol. 158, May 19, 1920","Various; Seaman, Owen, 1861-1936 [Editor]",English wit and humor -- Periodicals,Punch
25597,"Northern Nut Growers Association, Report of the Proceedings at the Seventh Annual Meeting
Washington, D. C. September 8 and 9, 1916.",Northern Nut Growers Association [Editor],Northern Nut Growers Association -- Periodicals; Nut trees -- Periodicals; Nuts -- Periodicals,Northern Nut Growers Association
25600,Bird Stories,"Patch, Edith M. (Edith Marion), 1876-; Sim, Robert J. [Illustrator]",Birds -- Juvenile literature,Animals-Wild-Birds
25603,"Detailed Minutiae of Soldier life in the Army of Northern Virginia, 1861-1865","McCarthy, Carlton, 1847-; Sheppard, William Ludwell, 1833-1912 [Illustrator]","United States -- History -- Civil War, 1861-1865 -- Regimental histories; United States -- History -- Civil War, 1861-1865 -- Personal narratives, Confederate; McCarthy, Carlton, 1847-; Confederate States of America. Army of Northern Virginia -- Military life; Confederate States of America. Army of Northern Virginia -- Biography",US Civil War
25609,A Child's Garden of Verses,"Stevenson, Robert Louis, 1850-1894; Smith, Jessie Willcox, 1863-1935 [Illustrator]","Children's poetry, English",Children's Literature
25610,A Child's Garden of Verses,"Stevenson, Robert Louis, 1850-1894; Robinson, Charles, 1870-1937 [Illustrator]","Children's poetry, English",Children's Literature
25611,A Child's Garden of Verses,"Stevenson, Robert Louis, 1850-1894; Sowerby, Millicent, 1878-1967 [Illustrator]","Children's poetry, English",Children's Literature
25617,A Child's Garden of Verses,"Stevenson, Robert Louis, 1850-1894; Mars, E. (Ethel), 1876- [Illustrator]; Squire, Maud Hunt, 1873- [Illustrator]","Children's poetry, English",Children's Literature
25626,"The Girl Scouts at Bellaire; Or, Maid Mary's Awakening","Garis, Lilian, 1873-1954",Vacations -- Juvenile fiction; Girl Scouts -- Juvenile fiction,Children's Book Series
25627,The Hunted Heroes,"Silverberg, Robert, 1935-","Science fiction, American; Short stories, American",Science Fiction
25628,The Nothing Equation,"Godwin, Tom, 1915-1980","Science fiction, American; Short stories, American",Science Fiction
25629,Postmark Ganymede,"Silverberg, Robert, 1935-","Science fiction, American; Short stories, American",Science Fiction
25631,A Poetical Cook-Book,"Moss, Maria J.","Poetry; Cooking, American",Cookbooks and Cooking
25633,"Blackwood's Edinburgh Magazine - Volume 62, No. 384, October 1847",Various,Scotland -- Periodicals; England -- Periodicals,Blackwood's Edinburgh Magazine
25644,The Man Who Hated Mars,"Garrett, Randall, 1927-1987",Science fiction; Short stories; Mars (Planet) -- Fiction; Escapes -- Fiction,Science Fiction
25646,"Child's Health Primer For Primary Classes
With Special Reference to the Effects of Alcoholic Drinks, Stimulants, and Narcotics upon The Human System","Andrews, Jane, 1833-1887",Physiology -- Juvenile literature; Hygiene -- Juvenile literature,Physiology
25654,"Stories of King Arthur's Knights, Told to the Children","Macgregor, Mary; Malory, Thomas, Sir, -1471 [Contributor]; Chisholm, Louey [Editor]; Cameron, Katharine, 1874-1965 [Illustrator]","Arthurian romances -- Adaptations; Arthur, King -- Juvenile literature",Arthurian Legends
25664,The Earliest Arithmetics in English,"Alexander, de Villa Dei [Contributor]; Record, Robert, 1510?-1558 [Contributor]; Sacro Bosco, Joannes de, active 1230 [Contributor]; Steele, Robert, 1860-1944 [Editor]",Mathematics -- History; Arithmetic -- Early works to 1900; Algorithms,Early English Text Society
25664,The Earliest Arithmetics in English,"Alexander, de Villa Dei [Contributor]; Record, Robert, 1510?-1558 [Contributor]; Sacro Bosco, Joannes de, active 1230 [Contributor]; Steele, Robert, 1860-1944 [Editor]",Mathematics -- History; Arithmetic -- Early works to 1900; Algorithms,Mathematics
25675,"Northern Nut Growers Association Report of the Proceedings at the Fourteenth Annual Meeting
Washington D.C.  September 26, 27 and 28 1923",Northern Nut Growers Association [Editor],Northern Nut Growers Association -- Periodicals; Nut trees -- Periodicals; Nuts -- Periodicals,Northern Nut Growers Association
25676,"Punch, or the London Charivari, Vol. 146, June 3, 1914",Various,English wit and humor -- Periodicals,Punch
25683,"The Escape of a Princess Pat
Being the full account of the capture and fifteen months' imprisonment of Corporal Edwards, of the Princess Patricia's Canadian Light Infantry, and his final escape from Germany into Holland","Edwards, Edward, 1876-; Pearson, George","World War, 1914-1918 -- Prisoners and prisons, German; World War, 1914-1918 -- Personal narratives, Canadian; Prisoner-of-war escapes",World War I
25684,A World Called Crimson,"Marlowe, Stephen, 1928-2008",Science fiction,Science Fiction
25685,"Punch, or the London Charivari Volume 98, January 4, 1890","Various; Burnand, F. C. (Francis Cowley), 1836-1917 [Editor]",English wit and humor -- Periodicals,Punch
25702,The Kingdom Round the Corner: A Novel,"Dawson, Coningsby, 1883-1959; Stevens, William Dodge, 1870-1942 [Illustrator]","Man-woman relationships -- Fiction; England -- Social life and customs -- 20th century -- Fiction; World War, 1914-1918 -- Veterans -- Fiction","Bestsellers, American, 1895-1923"
25703,"Northern Nut Growers Association Report of the Proceedings at the 44th Annual Meeting
Rochester, N.Y. August 31 and September 1, 1953",Northern Nut Growers Association [Editor],Northern Nut Growers Association -- Periodicals; Nut trees -- Periodicals; Nuts -- Periodicals,Northern Nut Growers Association
25713,The Judas Valley,"Garrett, Randall, 1927-1987; Silverberg, Robert, 1935-",Science fiction,Science Fiction
25717,"The History of the Decline and Fall of the Roman Empire
Table of Contents with links in the HTML file to the two Project Gutenberg editions (12 volumes)","Gibbon, Edward, 1737-1794; Milman, Henry Hart, 1791-1868 [Commentator]; Widger, David, 1932-2021? [Editor]","Rome -- History -- Empire, 30 B.C.-476 A.D.; Byzantine Empire -- History -- To 527; Indexes",Banned Books from Anne Haight's list
25718,The Watchers of the Trails: A Book of Animal Life,"Roberts, Charles G. D., Sir, 1860-1943",Animals -- Anecdotes,Animals-Wild
25729,Travel Tales in the Promised Land (Palestine),"May, Karl, 1842-1912; Schoonover, James D. [Translator]",Middle East -- Description and travel,Travel
25731,Ancient Egyptian and Greek Looms,"Roth, H. Ling (Henry Ling), 1855-1925",Weaving; Looms,Technology
25731,Ancient Egyptian and Greek Looms,"Roth, H. Ling (Henry Ling), 1855-1925",Weaving; Looms,Manufacturing
25735,"The Brochure Series of Architectural Illustration, Vol. 01, No. 09 1895
Pulpits of Southern Italy",Various,Architecture -- Periodicals,The Brochure Series of Architectural Illustration
25750,Colonial Born: A Tale of the Queensland bush,"Scott, G. Firth, 1862?-1935; Spence, Percy F. S. (Percy Frederick Seaton), 1868-1933 [Illustrator]",Australia -- Fiction,Australia
25753,"Radio Boys Loyalty; Or, Bill Brown Listens In","Aaron, S. F. (Samuel Francis), 1862-; Whipple, Wayne, 1856-1942","Detective and mystery stories; Kidnapping -- Juvenile fiction; Radio -- Juvenile fiction; Marconi, Guglielmo, marchese, 1874-1937 -- Juvenile fiction",Children's Book Series
25762,"Billie Bradley on Lighthouse Island; Or, The Mystery of the Wreck","Wheeler, Janet D.",Detective and mystery stories; Islands -- Juvenile fiction; Shipwrecks -- Juvenile fiction; Students -- Juvenile fiction; Missing children -- Juvenile fiction,Children's Book Series
25763,'Murphy': A Message to Dog Lovers,"Gambier-Parry, Ernest, 1853-1936",Dogs -- Folklore,Animals-Domestic
25764,Reminiscences of Two Years in the United States Navy,"Batten, John M. (John Mullin), 1837-1916","United States -- History -- Civil War, 1861-1865 -- Personal narratives; United States -- History -- Civil War, 1861-1865 -- Naval operations",US Civil War
25775,"Northern Nut Growers Association Report of the Proceedings at the 13th Annual Meeting
Rochester, N.Y. September, 7, 8 and 9, 1922",Northern Nut Growers Association [Editor],Northern Nut Growers Association -- Periodicals; Nut trees -- Periodicals; Nuts -- Periodicals,Northern Nut Growers Association
25776,This Crowded Earth,"Bloch, Robert, 1917-1994","Science fiction, American",Science Fiction
25778,Polly's Business Venture,"Roy, Lillian Elizabeth, 1868-1932",New York (N.Y.) -- Juvenile fiction; Adventure and adventurers -- Juvenile fiction; Girls -- Juvenile fiction,Children's Book Series
25780,The Fire People,"Cummings, Ray, 1887-1957","Science fiction, American",Science Fiction
25782,"The American Missionary — Volume 52, No. 01, March, 1898",Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,The American Missionary
25798,"Boy Scouts in the North Sea; Or, The Mystery of a Sub","Ralphson, G. Harvey (George Harvey), 1879-1940","Submarines (Ships) -- Juvenile fiction; World War, 1914-1918 -- Juvenile fiction; Boy Scouts of America -- Juvenile fiction",Children's Book Series
25801,The Girl Scouts in Beechwood Forest,"Vandercook, Margaret, 1876-1958",Camping -- Juvenile fiction; Rescues -- Juvenile fiction; Girl Scouts -- Juvenile fiction,Children's Book Series
25802,"Ruth Fielding on the St. Lawrence; Or, The Queer Old Man of the Thousand Islands","Emerson, Alice B.","Orphans -- Juvenile fiction; Indians of North America -- Juvenile fiction; Adventure and adventurers -- Juvenile fiction; Girls -- Juvenile fiction; Mystery and detective stories; Motion picture industry -- Juvenile fiction; Fielding, Ruth (Fictitious character) -- Juvenile fiction",Children's Book Series
25803,The Keepers of the King's Peace,"Wallace, Edgar, 1875-1932","British -- Africa -- Fiction; Africa, West -- Fiction; Indigenous peoples -- Africa, West -- Fiction",Adventure
25811,"The Automobile Girls in the Berkshires; Or, The Ghost of Lost Man's Trail","Crane, Laura Dent",Adventure and adventurers -- Juvenile fiction; Girls -- Societies and clubs -- Juvenile fiction; Airships -- Juvenile fiction; Berkshire Hills (Mass.) -- Juvenile fiction; Automobile travel -- Juvenile fiction; Horses -- Juvenile fiction,Children's Book Series
25814,A Man of the People: A Drama of Abraham Lincoln,"Dixon, Thomas, Jr., 1864-1946","Lincoln, Abraham, 1809-1865 -- Drama",US Civil War
25819,"Buchanan's Journal of Man, March 1887
Volume 1, Number 2","Buchanan, Joseph R. (Joseph Rodes), 1814-1899 [Editor]",Science -- Periodicals; Phrenology -- Periodicals; Medicine -- Periodicals,Buchanan's Journal of Man
25823,The Story of Leather,"Bassett, Sara Ware, 1872-1968",Leather -- Juvenile literature,Technology
25823,The Story of Leather,"Bassett, Sara Ware, 1872-1968",Leather -- Juvenile literature,Manufacturing
25824,The Tale of Rusty Wren,"Bailey, Arthur Scott, 1877-1949; Smith, Harry L. [Illustrator]",Animals -- Juvenile fiction; Conduct of life -- Juvenile fiction; Wrens -- Juvenile fiction,Children's Book Series
25828,History of Australia and New Zealand from 1606 to 1890,"Sutherland, Alexander, 1852-1902; Sutherland, George, 1855-1905",Australia -- History; New Zealand -- History,Australia
25828,History of Australia and New Zealand from 1606 to 1890,"Sutherland, Alexander, 1852-1902; Sutherland, George, 1855-1905",Australia -- History; New Zealand -- History,New Zealand
25831,"Northern Nut Growers Association Report of the Proceedings at the Thirty-Seventh  Annual Report
Wooster, Ohio, September 3, 4, 5, 1946",Northern Nut Growers Association [Editor],Northern Nut Growers Association -- Periodicals; Nut trees -- Periodicals; Nuts -- Periodicals,Northern Nut Growers Association
25832,"Punch, or the London Charivari, Vol. 98  January 11, 1890","Various; Burnand, F. C. (Francis Cowley), 1836-1917 [Editor]",English wit and humor -- Periodicals,Punch
25847,Patty's Friends,"Wells, Carolyn, 1862-1942",Detective and mystery stories; Friendship -- Juvenile fiction; Treasure troves -- Juvenile fiction; London (England) -- Juvenile fiction; Young women -- Juvenile fiction,Children's Book Series
25857,Patty's Social Season,"Wells, Carolyn, 1862-1942",Friendship -- Juvenile fiction; Family -- Juvenile fiction; Young women -- Juvenile fiction; Entertaining -- Juvenile fiction,Children's Book Series
25858,"The Radio Boys Trailing a Voice; Or, Solving a Wireless Mystery","Chapman, Allen; Binns, Jack, 1884-1959 [Author of introduction, etc.]",Boys -- Juvenile fiction; Radio -- Juvenile fiction,Children's Book Series
25860,"Punch, or the London Charivari, Vol. 147, July 29, 1914",Various,English wit and humor -- Periodicals,Punch
25862,The Chamber of Life,"Peyton, Green, 1907-1968; Briggs, Austin, 1908-1973 [Illustrator]",Science fiction,Science Fiction
25865,Patty's Summer Days,"Wells, Carolyn, 1862-1942",Schools -- Juvenile fiction; Vacations -- Juvenile fiction; Family -- Juvenile fiction; Weddings -- Juvenile fiction; Girls -- Juvenile fiction; Automobiles -- Juvenile fiction,Children's Book Series
25869,Patty's Success,"Wells, Carolyn, 1862-1942",Christmas stories; Family -- Juvenile fiction; Girls -- Juvenile fiction; Artists -- Juvenile fiction,Children's Book Series
25873,"The Motor Girls on Crystal Bay; or, The Secret of the Red Oar","Penrose, Margaret",Detective and mystery stories; Girls -- Societies and clubs -- Juvenile fiction; Boats and boating -- Juvenile fiction; Automobiles -- Juvenile fiction,Children's Book Series
25874,"Birds, Illustrated by Color Photography, Vol. 1, No. 4
April, 1897",Various,Zoological illustration -- Periodicals; Birds -- Periodicals; Natural history -- Periodicals,Animal
25874,"Birds, Illustrated by Color Photography, Vol. 1, No. 4
April, 1897",Various,Zoological illustration -- Periodicals; Birds -- Periodicals; Natural history -- Periodicals,Animals-Wild-Birds
25874,"Birds, Illustrated by Color Photography, Vol. 1, No. 4
April, 1897",Various,Zoological illustration -- Periodicals; Birds -- Periodicals; Natural history -- Periodicals,Natural History
25874,"Birds, Illustrated by Color Photography, Vol. 1, No. 4
April, 1897",Various,Zoological illustration -- Periodicals; Birds -- Periodicals; Natural history -- Periodicals,"Birds, Illustrated by Color Photography"
25886,"The Young Lieutenant; or, The Adventures of an Army Officer","Optic, Oliver, 1822-1897","United States -- History -- Civil War, 1861-1865 -- Fiction",US Civil War
25887,"Lola; Or, The Thought and Speech of Animals","Kindermann, Henny; Mackenzie, William [Contributor]; Blake, Agnes [Translator]",Dogs -- Folklore; Animal intelligence,Animals-Domestic
25890,"Buchanan's Journal of Man, April 1887
Volume 1, Number 3","Buchanan, Joseph R. (Joseph Rodes), 1814-1899 [Editor]",Science -- Periodicals; Phrenology -- Periodicals; Medicine -- Periodicals,Buchanan's Journal of Man
25906,"The American Missionary — Volume 50, No. 09, September, 1896",Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,The American Missionary
25907,Indian Child Life,"Eastman, Charles A., 1858-1939; Varian, George, 1865-1923 [Illustrator]",Dakota Indians; Indian children -- North America,Native America
25909,"The Arena, Volume 4, No. 24, November, 1891","Various; Flower, B. O. (Benjamin Orange), 1858-1918 [Editor]",American literature -- Periodicals,The Arena
25914,"The Khaki Kook Book
A Collection of a Hundred Cheap and Practical Recipes
Mostly from Hindustan","Core, Mary Kennedy","Cooking, Indic; Cookbooks",Cookbooks and Cooking
25918,Heads and tales,"White, Adam, 1817-1879 [Editor]",Animals -- Anecdotes; Mammals,Animals-Wild
25919,Miss Mapp,"Benson, E. F. (Edward Frederic), 1867-1940","Humorous stories; Female friendship -- Fiction; Women -- England -- Fiction; Mapp, Miss (Fictitious character) -- Fiction",Humor
25935,"Northern Nut Growers Association Report of the Proceedings at the 43rd Annual Meeting
Rockport, Indiana, August 25, 26 and 27, 1952",Northern Nut Growers Association [Editor],Northern Nut Growers Association -- Periodicals; Nut trees -- Periodicals; Nuts -- Periodicals,Northern Nut Growers Association
25951,Fragments from France,"Bairnsfather, Bruce, 1887-1959","World War, 1914-1918 -- Humor, caricatures, etc.",World War I
25952,"The Celtic Magazine, Vol. 1, No. 1, November 1875
A Monthly Periodical Devoted to the Literature, History, Antiquities, Folk Lore, Traditions, and the Social and Material Interests of the Celt at Home and Abroad.","Various; Macbain, Alexander, 1855-1907 [Editor]; Macgregor, Alexander, 1806-1881 [Editor]; Mackenzie, Alexander, 1838-1898 [Editor]",Clans -- Scotland -- Periodicals; Scotland -- Periodicals,Celtic Magazine
25958,"The American Missionary — Volume 52, No. 02, June, 1898",Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,The American Missionary
25962,"World's War Events, Vol. I","Churchill, Allen L. (Allen Leon), 1873- [Editor]; Reynolds, Francis J. (Francis Joseph), 1867-1937 [Editor]","World War, 1914-1918",World War I
25963,"World's War Events, Vol. II","Churchill, Allen L. (Allen Leon), 1873- [Editor]; Reynolds, Francis J. (Francis Joseph), 1867-1937 [Editor]","World War, 1914-1918",World War I
25973,Birds of the Rockies,"Keyser, Leander S. (Leander Sylvester), 1856-1937",Birds; Birds -- Colorado,Natural History
25973,Birds of the Rockies,"Keyser, Leander S. (Leander Sylvester), 1856-1937",Birds; Birds -- Colorado,Animals-Wild-Birds
25982,"Thrilling Narratives of Mutiny, Murder and Piracy
A weird series of tales of shipwreck and disaster, from the earliest part of the century to the present time, with accounts of providential escapes and heart-rending fatalities.",Anonymous,Pirates; Seafaring life; Shipwrecks; Mutiny,"Pirates, Buccaneers, Corsairs, etc."
25983,"Birds, Illustrated by Color Photography, Vol. 1, No. 5
May, 1897",Various,Zoological illustration -- Periodicals; Birds -- Periodicals; Natural history -- Periodicals,Animal
25983,"Birds, Illustrated by Color Photography, Vol. 1, No. 5
May, 1897",Various,Zoological illustration -- Periodicals; Birds -- Periodicals; Natural history -- Periodicals,Animals-Wild-Birds
25983,"Birds, Illustrated by Color Photography, Vol. 1, No. 5
May, 1897",Various,Zoological illustration -- Periodicals; Birds -- Periodicals; Natural history -- Periodicals,Natural History
25983,"Birds, Illustrated by Color Photography, Vol. 1, No. 5
May, 1897",Various,Zoological illustration -- Periodicals; Birds -- Periodicals; Natural history -- Periodicals,"Birds, Illustrated by Color Photography"
25990,Bird Houses Boys Can Build,"Siepert, Albert Frederick, 1883-",Birdhouses,Technology
25990,Bird Houses Boys Can Build,"Siepert, Albert Frederick, 1883-",Birdhouses,Woodwork
25990,Bird Houses Boys Can Build,"Siepert, Albert Frederick, 1883-",Birdhouses,Animals-Wild-Birds
25992,"The Martyrs of Science, or, The lives of Galileo, Tycho Brahe, and Kepler","Brewster, David, 1781-1868","Scientists -- Biography; Kepler, Johannes, 1571-1630; Galilei, Galileo, 1564-1642; Brahe, Tycho, 1546-1601",Astronomy
25994,A Refutation of the Charges Made against the Confederate States of America of Having Authorized the Use of Explosive and Poisoned Musket and Rifle Balls during the Late Civil War of 1861-65,"Hayden, Horace Edwin, 1837-1917",Confederate States of America,US Civil War
26005,"Armour's Monthly Cook Book, Volume 2, No. 12, October 1913
A Monthly Magazine of Household Interest","Various; McClure, Mary Jane [Editor]",Cooking -- Periodicals; Menus -- Periodicals,Armour's Monthly Cook Book
26005,"Armour's Monthly Cook Book, Volume 2, No. 12, October 1913
A Monthly Magazine of Household Interest","Various; McClure, Mary Jane [Editor]",Cooking -- Periodicals; Menus -- Periodicals,Cookbooks and Cooking
26010,Valley of the Croen,"Tarbell, Lee",Science fiction,Science Fiction
26012,"Punch, or the London Charivari, Vol. 147, August 5th, 1914",Various,English wit and humor -- Periodicals,Punch
26013,"Northern Nut Growers Association Report of the Proceedings at the 41st Annual Meeting
Pleasant Valley, New York, August 28, 29 and 30, 1950",Northern Nut Growers Association [Editor],Northern Nut Growers Association -- Periodicals; Nut trees -- Periodicals; Nuts -- Periodicals,Northern Nut Growers Association
26014,"Practical Taxidermy
A manual of instruction to the amateur in collecting, preserving, and setting up natural history specimens of all kinds. To which is added a chapter upon the pictorial arrangement of museums. With additional instructions in modelling and artistic taxidermy.","Browne, Montagu",Taxidermy,Crafts
26014,"Practical Taxidermy
A manual of instruction to the amateur in collecting, preserving, and setting up natural history specimens of all kinds. To which is added a chapter upon the pictorial arrangement of museums. With additional instructions in modelling and artistic taxidermy.","Browne, Montagu",Taxidermy,Animals-Wild-Trapping
26021,"Sioux Indian Courts
An address delivered by Doane Robinson before the South Dakota Bar Association, at Pierre, South Dakota, January 21, 1909","Robinson, Doane, 1856-1946",Indian courts; Dakota Indians -- Politics and government; Dakota Indians -- Courts,Native America
26022,"The American Missionary — Volume 50, No. 01, January, 1896",Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,The American Missionary
26030,The Automobilist Abroad,"Mansfield, M. F. (Milburg Francisco), 1871-",Europe -- Description and travel,Transportation
26032,"American Cookery
November, 1921","Various; Hill, Janet McKenzie, 1852-1933 [Editor]",Cooking -- Periodicals; Home economics -- Periodicals,Cookbooks and Cooking
26034,"Grey Town
An Australian Story","Baldwin, Gerald",Australia -- Fiction,Australia
26046,"Bird Stories from Burroughs
Sketches of Bird Life Taken from the Works of John Burroughs","Burroughs, John, 1837-1921; Fuertes, Louis Agassiz, 1874-1927 [Illustrator]",Birds,Animals-Wild-Birds
26047,"The Atlantic Monthly, Volume 15, No. 87, January, 1865
A Magazine of Literature, Art, and Politics",Various,American periodicals,The Atlantic Monthly
26059,"The Ascent of Denali (Mount McKinley)
A Narrative of the First Complete Ascent of the Highest
Peak in North America","Stuck, Hudson, 1863-1920","Stuck, Hudson, 1863-1920 -- Travel -- Alaska -- McKinley, Mount; Mountaineering -- Alaska -- McKinley, Mount; McKinley, Mount (Alaska)",Travel
26066,The Cosmic Express,"Williamson, Jack, 1908-2006",Science fiction; Short stories,Science Fiction
26068,The Bath Tatting Book,Anonymous,Tatting,Crafts
26068,The Bath Tatting Book,Anonymous,Tatting,Technology
26073,"The Metamorphoses of Ovid, Books VIII-XV","Ovid, 44 BCE-18?; Riley, Henry T. (Henry Thomas), 1816-1878 [Translator]","Classical literature; Latin poetry -- Translations into English; Fables, Latin -- Translations into English; Metamorphosis -- Mythology -- Poetry; Mythology, Classical -- Poetry",Best Books Ever Listings
26076,"Birds from Coahuila, Mexico","Urban, Emil K.",Birds -- Mexico,Natural History
26076,"Birds from Coahuila, Mexico","Urban, Emil K.",Birds -- Mexico,Animals-Wild-Birds
26077,"The Continental Monthly, Vol. 3 No 2,  February 1863
Devoted To Literature And National Policy",Various,"Literature, Modern -- 19th century -- Periodicals; United States -- Politics and government -- 19th century -- Periodicals",Continental Monthly
26079,"The American Missionary — Volume 52, No. 03, September, 1898",Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,The American Missionary
26089,"Punch, or the London Charivari, Vol. 93, September 24, 1887","Various; Burnand, F. C. (Francis Cowley), 1836-1917 [Editor]",English wit and humor -- Periodicals,Punch
26093,The Memory of Mars,"Jones, Raymond F., 1915-1994; Finlay, Virgil, 1914-1971 [Illustrator]","Science fiction, American; Psychological fiction",Science Fiction
26109,Hail to the Chief,"Garrett, Randall, 1927-1987; Schoenherr, John, 1935-2010 [Illustrator]",Science fiction; Political fiction,Science Fiction
26111,In a new world,"Alger, Horatio, Jr., 1832-1899",Adventure and adventurers -- Juvenile fiction; Gold mines and mining -- Juvenile fiction; Australia -- History -- 19th century -- Juvenile fiction,Australia
26113,Handbook of Wool Knitting and Crochet,Anonymous,Knitting -- Patterns; Crocheting -- Patterns,Crafts
26113,Handbook of Wool Knitting and Crochet,Anonymous,Knitting -- Patterns; Crocheting -- Patterns,Technology
